nProcesso,agrupamento,anoLetivo,ano,escalao,dataNascimento,genero,nacionalidade,linguaMaterna,anoEscMae,distrito,class1P_ingles,class1P_ling_estrang,class1P_portugues,class1P_matematica,class1P_ed_fis,class1P_art_tecn,class1P_cienc_fis_nat,class1P_cienc_soc_huma,class1P_avg,class2P_ingles,class2P_ling_estrang,class2P_portugues,class2P_matematica,class2P_ed_fis,class2P_art_tecn,class2P_cienc_fis_nat,class2P_cienc_soc_huma,class2P_avg,class3P_ingles,class3P_ling_estrang,class3P_portugues,class3P_matematica,class3P_ed_fis,class3P_art_tecn,class3P_cienc_fis_nat,class3P_cienc_soc_huma,class3P_avg,negative_class_ratio_1P,negative_class_ratio_2P,negative_class_ratio_3P,negative_class_ratio_nuclear_1P,negative_class_ratio_not_nuclear_1P,negative_class_ratio_nuclear_2P,negative_class_ratio_not_nuclear_2P,negative_class_ratio_nuclear_3P,negative_class_ratio_not_nuclear_3P,nFaltas_J_total_ingles,nFaltas_J_total_ling_estrang,nFaltas_J_total_matematica,nFaltas_J_total_portugues,nFaltas_J_total_ed_fis,nFaltas_J_total_art_tecn,nFaltas_J_total_cienc_fis_nat,nFaltas_J_total_cienc_soc_huma,nFaltas_J_total,nFaltas_I_total_ingles,nFaltas_I_total_ling_estrang,nFaltas_I_total_matematica,nFaltas_I_total_portugues,nFaltas_I_total_ed_fis,nFaltas_I_total_art_tecn,nFaltas_I_total_cienc_fis_nat,nFaltas_I_total_cienc_soc_huma,nFaltas_I_total,nFaltas_total,per_miss_J_total_ingles,per_miss_J_total_ling_estrang,per_miss_J_total_matematica,per_miss_J_total_portugues,per_miss_J_total_ed_fis,per_miss_J_total_art_tecn,per_miss_J_total_cienc_fis_nat,per_miss_J_total_cienc_soc_huma,per_miss_J_total,per_miss_I_total_ingles,per_miss_I_total_ling_estrang,per_miss_I_total_matematica,per_miss_I_total_portugues,per_miss_I_total_ed_fis,per_miss_I_total_art_tecn,per_miss_I_total_cienc_fis_nat,per_miss_I_total_cienc_soc_huma,per_miss_I_total,per_miss_total,distrito_agrup,teip_agrup,baixa_densidade_agrup
162,A49,2017/2018,7,3,81983,Masculino,Portugal,Portugal,Básico (1º ciclo),Porto,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.4,4.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,4.3,3.0,2.0,3.0,1.0,5.0,4.0,3.5,3.0,3.35,0.1,0.1,0.09090909090909091,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008021390374331552,0.0,0.008021390374331552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008021390374331552,Porto,0,0
163,A49,2017/2018,7,3,52033,Feminino,Portugal,Portugal,Licenciatura,Porto,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.5,4.65,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.5,4.75,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,10.0,4.0,2.0,3.0,1.0,35.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,9.0,44.0,0.015957446808510637,0.036290322580645164,0.04807692307692308,0.04807692307692308,0.031914893617021274,0.015957446808510637,0.012032085561497326,0.004807692307692308,0.21311373383772353,0.007978723404255319,0.024193548387096774,0.014423076923076924,0.009615384615384616,0.0,0.0,0.004010695187165776,0.0,0.06022142851697941,0.27333516235470295,Porto,0,0
164,A49,2017/2018,7,3,91976,Feminino,Portugal,Portugal,Formação Desconhecida,Porto,2.0,5.0,4.0,5.0,4.0,3.0,3.0,3.5,2.45,5.0,3.0,2.0,4.0,3.0,3.0,2.5,4.0,3.75,5.0,3.0,3.0,5.0,2.0,3.5,3.5,5.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.012096774193548387,0.004807692307692308,0.009615384615384616,0.0,0.0,0.008021390374331552,0.014423076923076924,0.048964318414033786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048964318414033786,Porto,0,0
165,A49,2017/2018,7,3,52019,Feminino,Portugal,Portugal,Licenciatura,Porto,3.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,3.5,5.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,4.9,5.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,1.0,2.0,5.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.007978723404255319,0.04838709677419355,0.019230769230769232,0.02403846153846154,0.007978723404255319,0.015957446808510637,0.020053475935828877,0.028846153846153848,0.1724708509424283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724708509424283,Porto,0,0
166,A49,2017/2018,7,3,12028,Masculino,Portugal,Portugal,Licenciatura,Porto,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5,3.3499999999999996,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5,4.55,4.0,5,5,4.0,5,5,5,4.5,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.009615384615384616,0.004807692307692308,0.0,0.015957446808510637,0.012032085561497326,0.009615384615384616,0.0520279939084695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0520279939084695,Porto,0,0
167,A49,2017/2018,7,3,41994,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,4.0,4.0,4.0,2.0,4.0,3.0,3.5,4.0,3.15,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.5,2.85,3.0,3.0,2.0,2.0,3.0,4.5,4.0,4.0,2.95,0.2,0.3,0.18181818181818182,0.5,0.125,1.0,0.125,1.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,13.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,11.0,24.0,0.0,0.012096774193548387,0.009615384615384616,0.004807692307692308,0.023936170212765957,0.015957446808510637,0.012032085561497326,0.004807692307692308,0.08325324600709154,0.007978723404255319,0.012096774193548387,0.004807692307692308,0.0,0.031914893617021274,0.015957446808510637,0.004010695187165776,0.004807692307692308,0.08157391782588601,0.16482716383297755,Porto,0,0
168,A49,2017/2018,7,3,82032,Feminino,Portugal,Estados Unidos da América,Secundário,Porto,3.0,5.0,1.0,2.0,3.0,3.0,1.5,3.5,2.8,4.0,2.0,1.0,1.0,3.0,4.0,2.0,2.5,1.9500000000000002,4.0,4.0,2.0,3.0,2.0,4.5,3.0,1.5,3.1,0.4,0.3,0.2727272727272727,1.0,0.25,1.0,0.125,1.0,0.1111111111111111,1.0,3.0,5.0,7.0,2.0,4.0,3.0,2.0,27.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,3.0,19.0,46.0,0.007978723404255319,0.036290322580645164,0.02403846153846154,0.03365384615384615,0.015957446808510637,0.031914893617021274,0.012032085561497326,0.009615384615384616,0.17148116427962204,0.0,0.0,0.038461538461538464,0.028846153846153848,0.015957446808510637,0.0,0.0,0.014423076923076924,0.09768821603927988,0.2691693803189019,Porto,0,0
169,A49,2017/2018,7,3,42031,Feminino,Portugal,Portugal,Licenciatura,Porto,4.0,5,5.0,4.0,3.0,3.0,4.5,4.5,4.5,5,4.0,5.0,4.0,3.0,5.0,4.0,5,3.7,4.0,4.0,5.0,4.0,5.0,4.5,5.0,5.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.012096774193548387,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.016904466501240695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016904466501240695,Porto,0,0
170,A49,2017/2018,7,3,111981,Masculino,Portugal,Portugal,Básico (1º ciclo),Porto,2.0,4.0,2.0,3.0,4.0,3.6666666666666665,4.0,4.5,4.116666666666666,4.0,2.0,3.0,3.0,4.0,4.666666666666666,2.0,3.5,2.1166666666666663,3.0,4.0,3.0,2.0,3.0,3.0,4.5,4.5,3.3,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.5,0.0,0.5,0.1,0.5,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.012096774193548387,0.009615384615384616,0.0,0.015957446808510637,0.0,0.012032085561497326,0.004807692307692308,0.05450938348663327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05450938348663327,Porto,0,0
171,A49,2017/2018,7,3,92030,Feminino,Portugal,Portugal,Licenciatura,Porto,3.0,4.0,1.0,3.0,2.0,5.0,2.0,3.0,3.8,2.0,3.0,1.0,1.0,3.0,5.0,3.5,4.0,2.75,2.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,2.9,0.3,0.4,0.2727272727272727,1.0,0.125,1.0,0.25,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.015957446808510637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,Porto,0,0
172,A49,2017/2018,7,3,61981,Feminino,Portugal,Reino Unido da Grã-Bretanha e Irlanda do Norte,Secundário,Porto,3.0,4.0,4.0,3.0,3.0,5.0,,,2.75,2.0,5,5.0,4.0,4.0,5,,,3.75,2.0,5.0,4.0,4.0,5.0,4.0,3.5,4.5,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,2.0,7.0,0.0,8.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0398936170212766,0.06048387096774194,0.028846153846153848,0.009615384615384616,0.05585106382978723,0.0,0.03208556149732621,0.028846153846153848,0.2556218056238243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556218056238243,Porto,0,0
173,A49,2017/2018,7,3,71980,Masculino,Portugal,Portugal,Licenciatura,Porto,3.0,5.0,3.0,3.0,5,4.0,5.0,4.0,2.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,3.5,4.0,3.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.009615384615384616,0.023936170212765957,0.031914893617021274,0.012032085561497326,0.014423076923076924,0.0919216109297461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0919216109297461,Porto,0,0
174,A49,2017/2018,7,3,121990,Feminino,Portugal,Portugal,Secundário,Porto,2.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,2.3,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.5,4.45,4.0,3.0,3.0,3.0,5.0,3.0,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.009615384615384616,0.014423076923076924,0.0,0.015957446808510637,0.012032085561497326,0.019230769230769232,0.07125876313923873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07125876313923873,Porto,0,0
175,A49,2017/2018,7,1,72034,Masculino,Portugal,Portugal,Básico (1º ciclo),Porto,3.0,3.0,1.0,2.0,3.0,3.0,3.5,2.0,2.75,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,3.6,3.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,2.8,0.3,0.3,0.18181818181818182,1.0,0.125,1.0,0.125,1.0,0.0,2.0,3.0,8.0,2.0,6.0,14.0,3.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.015957446808510637,0.036290322580645164,0.038461538461538464,0.009615384615384616,0.047872340425531915,0.11170212765957446,0.012032085561497326,0.004807692307692308,0.2767389384203749,0.007978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007978723404255319,0.2847176618246302,Porto,0,0
176,A49,2017/2018,7,1,62009,Masculino,Portugal,Portugal,Secundário,Porto,,,,,4.0,4.0,,,4.333333333333334,,,,,3.0,3.0,,,4.666666666666666,,,,,5.0,5,,,3.8333333333333335,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Porto,0,0
177,A49,2017/2018,7,1,121988,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,2.0,3.0,2.0,1.0,2.0,3.0,,,3.75,3.0,5.0,2.0,1.0,3.0,4.0,,,2.75,1.0,5.0,4.0,3.0,3.0,3.5,2.5,5.0,3.1,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.5,0.25,0.5,0.25,0.5,0.1111111111111111,1.0,5.0,5.0,3.0,7.0,2.0,11.0,5.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.007978723404255319,0.06048387096774194,0.02403846153846154,0.014423076923076924,0.05585106382978723,0.015957446808510637,0.04411764705882353,0.02403846153846154,0.24688875206911867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24688875206911867,Porto,0,0
178,A49,2017/2018,7,3,72035,Feminino,Portugal,Bélgica,Básico (3º ciclo),Porto,2.0,4.0,1.0,3.0,4.0,4.0,,,1.875,4.0,2.0,2.0,2.0,4.0,3.0,,,3.875,2.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,0.3333333333333333,0.3333333333333333,0.09090909090909091,1.0,0.0,1.0,0.0,0.5,0.0,5.0,13.0,16.0,8.0,14.0,0.0,20.0,31.0,107.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,114.0,0.0398936170212766,0.15725806451612903,0.07692307692307693,0.038461538461538464,0.11170212765957446,0.0,0.08021390374331551,0.14903846153846154,0.6534907898633725,0.007978723404255319,0.024193548387096774,0.0,0.0,0.007978723404255319,0.007978723404255319,0.0,0.009615384615384616,0.05774510321524734,0.7112358930786198,Porto,0,0
179,A49,2017/2018,7,3,122011,Feminino,Portugal,Portugal,Secundário,Porto,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.1,4.0,4.0,5.0,3.0,4.0,2.0,3.5,3.0,3.35,2.0,4.0,3.0,4.0,5.0,2.5,3.0,3.0,3.45,0.1,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.015957446808510637,0.012032085561497326,0.004807692307692308,0.037604916985392575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037604916985392575,Porto,0,0
180,A49,2017/2018,7,1,41998,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,1.0,1.0,3.0,3.0,5.0,4.0,,,2.5,1.0,2.0,1.0,3.0,4.0,2.0,,,2.375,2.0,2.0,1.0,1.0,3.0,3.5,2.5,3.5,2.45,0.5,0.6666666666666666,0.5454545454545454,0.5,0.5,1.0,0.5,1.0,0.4444444444444444,0.0,4.0,0.0,1.0,2.0,2.0,5.0,5.0,19.0,8.0,9.0,25.0,22.0,5.0,3.0,28.0,25.0,125.0,144.0,0.0,0.04838709677419355,0.0,0.004807692307692308,0.015957446808510637,0.015957446808510637,0.020053475935828877,0.02403846153846154,0.12920162017319753,0.06382978723404255,0.10887096774193548,0.1201923076923077,0.10576923076923077,0.0398936170212766,0.023936170212765957,0.11229946524064172,0.1201923076923077,0.6949838536045084,0.8241854737777059,Porto,0,0
181,A49,2017/2018,7,1,121993,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,3.0,4.0,4.0,3.0,2.0,4.0,,,3.5,1.0,2.0,4.0,2.0,4.0,4.0,,,3.5,2.0,1.0,4.0,3.0,3.0,3.0,1.0,4.0,2.7,0.3333333333333333,0.5,0.36363636363636365,0.5,0.25,0.5,0.5,0.5,0.3333333333333333,5.0,7.0,9.0,12.0,3.0,2.0,14.0,16.0,68.0,6.0,11.0,24.0,23.0,5.0,4.0,35.0,21.0,129.0,197.0,0.0398936170212766,0.0846774193548387,0.04326923076923077,0.057692307692307696,0.023936170212765957,0.015957446808510637,0.05614973262032086,0.07692307692307693,0.39849900140232813,0.047872340425531915,0.13306451612903225,0.11538461538461539,0.11057692307692307,0.0398936170212766,0.031914893617021274,0.14037433155080214,0.10096153846153846,0.7200427756667411,1.1185417770690693,Porto,0,0
182,A49,2017/2018,7,3,22004,Feminino,Portugal,Portugal,Licenciatura,Porto,4.0,4.0,4.0,5.0,4.0,3.0,2.5,5,4.9,3.0,4.0,4.0,5.0,4.0,5.0,3.5,3.0,4.05,3.0,5.0,4.0,5.0,5.0,4.0,3.5,5.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.036290322580645164,0.019230769230769232,0.009615384615384616,0.0,0.0,0.0,0.009615384615384616,0.07475186104218362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07475186104218362,Porto,0,0
183,A49,2017/2018,7,2,41975,Masculino,Portugal,Portugal,Licenciatura,Porto,2.0,2.0,4.0,3.0,2.0,4.0,2.5,2.5,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.5,3.5,3.9,2.0,2.0,3.0,1.0,2.0,5.0,4.5,3.5,3.2,0.1,0.2,0.09090909090909091,0.5,0.0,0.5,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.015957446808510637,0.0,0.0,0.0,0.0,0.0,0.0,0.008021390374331552,0.0,0.008021390374331552,0.02397883718284219,Porto,0,0
184,A49,2017/2018,7,3,81996,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,4.0,2.0,2.0,2.0,3.0,3.0,1.5,2.0,2.95,3.0,4.0,2.0,1.0,5.0,3.0,4.0,1.5,3.05,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,3.1,0.3,0.2,0.09090909090909091,1.0,0.125,0.5,0.125,0.5,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.007978723404255319,0.0,0.004807692307692308,0.009615384615384616,0.015957446808510637,0.015957446808510637,0.008021390374331552,0.004807692307692308,0.06714577662637738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06714577662637738,Porto,0,0
185,A49,2017/2018,7,1,32034,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,1.0,3.0,3.0,3.0,5.0,4.0,1.0,3.0,3.5,1.0,2.0,1.0,1.0,3.0,4.0,2.5,3.0,2.45,3.0,3.0,2.0,3.0,4.0,4.5,1.5,2.5,2.65,0.7,0.6,0.45454545454545453,1.0,0.625,1.0,0.5,1.0,0.3333333333333333,0.0,2.0,3.0,4.0,0.0,0.0,2.0,0.0,11.0,2.0,3.0,3.0,5.0,0.0,0.0,3.0,2.0,18.0,29.0,0.0,0.024193548387096774,0.014423076923076924,0.019230769230769232,0.0,0.0,0.008021390374331552,0.0,0.06586878491527448,0.015957446808510637,0.036290322580645164,0.014423076923076924,0.02403846153846154,0.0,0.0,0.012032085561497326,0.009615384615384616,0.11235677802757621,0.1782255629428507,Porto,0,0
186,A49,2017/2018,7,1,51974,Feminino,Portugal,Portugal,Formação Desconhecida,Porto,,,,,,,,,,2.0,3.0,0,1.0,0,1.0,3.0,3.0,0.8,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.3,,1.0,0.8,,,1.0,1.0,1.0,0.75,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,14.0,0.0,1.0,3.0,4.0,5.0,0.0,3.0,3.0,19.0,33.0,0.0,0.036290322580645164,0.004807692307692308,0.009615384615384616,0.015957446808510637,0.015957446808510637,0.008021390374331552,0.009615384615384616,0.10026506811045953,0.0,0.012096774193548387,0.014423076923076924,0.019230769230769232,0.0398936170212766,0.0,0.012032085561497326,0.014423076923076924,0.11209939985324541,0.21236446796370495,Porto,0,0
187,A49,2017/2018,7,3,111979,Masculino,Portugal,Portugal,Secundário,Porto,1.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.2,2.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,3.4,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.7,0.1,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007978723404255319,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.023936170212765957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023936170212765957,Porto,0,0
188,A49,2017/2018,7,3,52034,Feminino,Portugal,Portugal,Licenciatura,Porto,1.0,4.0,1.0,3.0,5.0,3.0,3.0,1.5,2.65,1.0,4.0,2.0,3.0,5.0,3.0,2.5,2.5,3.6,4.0,4.0,2.0,1.0,5.0,3.0,3.5,4.0,2.95,0.6,0.5,0.18181818181818182,1.0,0.5,1.0,0.375,0.5,0.1111111111111111,0.0,0.0,4.0,4.0,1.0,2.0,6.0,2.0,19.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,5.0,24.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.007978723404255319,0.015957446808510637,0.02406417112299465,0.009615384615384616,0.09607726441268369,0.0,0.0,0.0,0.009615384615384616,0.0,0.007978723404255319,0.004010695187165776,0.004807692307692308,0.026412495514498018,0.12248975992718171,Porto,0,0
189,A49,2017/2018,7,3,62006,Feminino,Portugal,Portugal,Mestrado,Porto,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.1,4.0,2.0,3.0,3.0,4.0,4.0,2.5,1.5,3.2,3.0,4.0,3.0,3.0,5.0,2.5,3.5,4.0,3.4,0.2,0.2,0.0,0.5,0.125,0.5,0.125,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.024193548387096774,0.009615384615384616,0.009615384615384616,0.0,0.0,0.004010695187165776,0.0,0.04743501280503178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04743501280503178,Porto,0,0
190,A49,2017/2018,7,3,111999,Feminino,Portugal,Portugal,Licenciatura,Porto,5,3.0,4.0,4.0,3.0,4.0,5,4.0,5,5,5,5,4.0,4.0,5.0,5,5.0,3.9000000000000004,5.0,4.0,5,5.0,5,5,4.0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.007978723404255319,0.012096774193548387,0.0,0.0,0.0,0.0,0.012032085561497326,0.004807692307692308,0.036915275466993344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036915275466993344,Porto,0,0
191,A49,2017/2018,7,3,122000,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,2.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,2.9,4.0,4.0,3.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.5,3.5,3.0,3.1,0.2,0.1,0.09090909090909091,0.5,0.125,0.5,0.0,0.5,0.0,1.0,2.0,9.0,5.0,8.0,4.0,11.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.007978723404255319,0.024193548387096774,0.04326923076923077,0.02403846153846154,0.06382978723404255,0.031914893617021274,0.04411764705882353,0.02403846153846154,0.2633807535473933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2633807535473933,Porto,0,0
192,A49,2017/2018,7,3,91978,Masculino,Portugal,Portugal,Básico (2º ciclo),Porto,4.0,4.0,3.0,5.0,4.0,5,3.5,4.0,2.85,2.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.75,4.0,5.0,5.0,3.0,2.0,5,3.0,5.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.015957446808510637,0.024193548387096774,0.014423076923076924,0.004807692307692308,0.015957446808510637,0.031914893617021274,0.012032085561497326,0.009615384615384616,0.12890157502879052,0.0,0.0,0.0,0.0,0.0,0.007978723404255319,0.0,0.0,0.007978723404255319,0.13688029843304583,Porto,0,0
193,A49,2017/2018,7,3,91984,Feminino,Portugal,Portugal,Licenciatura,Porto,3.0,5.0,3.0,5.0,5,3.0,3.0,5.0,5,3.0,4.0,5.0,3.0,5.0,5,3.0,3.0,5,5.0,4.0,4.0,5.0,5,4.0,3.5,3.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,3.0,5.0,6.0,20.0,8.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.015957446808510637,0.024193548387096774,0.0625,0.014423076923076924,0.0398936170212766,0.047872340425531915,0.08021390374331551,0.038461538461538464,0.3235154717703468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235154717703468,Porto,0,0
